2.46	2.4883
2.48	2.4883
2.51	2.4883
2.45	2.4883
2.51	2.4883
2.48	2.4883
2.46	2.4883
2.5	2.4883
2.43	2.4882
2.44	2.4882
2.49	2.4882
2.46	2.4882
2.46	2.4881
2.44	2.4881
2.45	2.4881
2.45	2.488
2.44	2.488
2.45	2.488
2.47	2.488
2.5	2.488
2.49	2.488
2.46	2.4879
2.47	2.4879
2.45	2.4879
2.46	2.4879
2.44	2.4878
2.44	2.4878
2.5	2.4878
2.52	2.4878
2.47	2.4878
2.49	2.4878
2.46	2.4878
2.49	2.4878
2.44	2.4878
2.44	2.4877
2.51	2.4877
2.44	2.4877
2.47	2.4877
2.45	2.4877
2.5	2.4877
2.47	2.4877
2.45	2.4876
2.44	2.4876
2.5	2.4876
2.43	2.4875
2.46	2.4875
2.44	2.4875
2.48	2.4875
2.48	2.4875
2.47	2.4875
2.49	2.4875
2.43	2.4874
2.51	2.4874
2.46	2.4874
2.44	2.4874
2.45	2.4873
2.46	2.4873
2.46	2.4873
2.51	2.4873
2.48	2.4873
2.44	2.4873
2.46	2.4873
2.4	2.4872
2.47	2.4872
2.47	2.4872
2.5	2.4872
2.52	2.4872
2.46	2.4872
2.49	2.4872
2.44	2.4871
2.48	2.4871
2.48	2.4871
2.44	2.4871
2.49	2.4871
2.51	2.4871
2.42	2.4871
2.52	2.4871
2.46	2.4871
2.46	2.487
2.45	2.487
2.43	2.487
2.51	2.487
2.46	2.487
2.45	2.4869
2.53	2.487
2.47	2.4869
2.44	2.4869
2.4	2.4868
2.45	2.4868
2.44	2.4868
2.48	2.4868
2.45	2.4867
2.41	2.4867
2.45	2.4866
2.47	2.4866
2.44	2.4866
2.47	2.4866
2.51	2.4866
2.46	2.4866
2.38	2.4865
2.5	2.4865
2.48	2.4865
2.45	2.4865
2.39	2.4864
2.48	2.4864
2.49	2.4864
2.5	2.4864
2.5	2.4864
2.44	2.4864
2.48	2.4864
2.46	2.4863
2.5	2.4864
2.44	2.4863
2.43	2.4863
2.44	2.4862
2.44	2.4862
2.48	2.4862
2.51	2.4862
2.51	2.4862
2.48	2.4862
2.45	2.4862
2.51	2.4862
2.46	2.4862
2.42	2.4861
2.39	2.4861
2.47	2.4861
2.48	2.486
2.42	2.486
2.45	2.486
2.5	2.486
2.44	2.4859
2.46	2.4859
2.43	2.4859
2.43	2.4858
2.43	2.4858
2.48	2.4858
2.52	2.4858
2.47	2.4858
2.48	2.4858
2.44	2.4858
2.46	2.4857
2.5	2.4857
2.49	2.4857
2.44	2.4857
2.46	2.4857
2.47	2.4857
2.44	2.4856
2.52	2.4857
2.46	2.4856
2.46	2.4856
2.44	2.4856
2.43	2.4855
2.48	2.4855
2.41	2.4855
2.45	2.4855
2.46	2.4854
2.47	2.4854
2.48	2.4854
2.48	2.4854
2.47	2.4854
2.48	2.4854
2.49	2.4854
2.47	2.4854
2.46	2.4854
2.46	2.4853
2.49	2.4854
2.44	2.4853
2.45	2.4853
2.45	2.4853
2.46	2.4852
2.48	2.4852
2.47	2.4852
2.43	2.4852
2.44	2.4851
2.45	2.4851
2.47	2.4851
2.45	2.4851
2.49	2.4851
2.53	2.4851
2.43	2.4851
2.49	2.4851
2.44	2.485
2.45	2.485
2.44	2.485
2.45	2.4849
2.42	2.4849
2.42	2.4848
2.41	2.4848
2.48	2.4848
2.48	2.4848
2.47	2.4848
2.49	2.4848
2.44	2.4847
2.51	2.4848
2.5	2.4848
2.44	2.4847
2.44	2.4847
2.46	2.4847
2.45	2.4846
2.46	2.4846
2.43	2.4846
2.5	2.4846
2.45	2.4846
2.49	2.4846
2.5	2.4846
2.52	2.4846
2.44	2.4846
2.44	2.4845
2.5	2.4846
2.45	2.4845
2.43	2.4845
2.5	2.4845
2.43	2.4845
2.44	2.4844
2.48	2.4844
2.43	2.4844
2.47	2.4844
2.43	2.4843
2.47	2.4843
2.52	2.4843
2.45	2.4843
2.47	2.4843
2.49	2.4843
2.45	2.4843
2.49	2.4843
2.48	2.4843
2.51	2.4843
2.5	2.4843
2.5	2.4843
2.48	2.4843
2.44	2.4843
2.47	2.4843
2.42	2.4842
2.45	2.4842
2.43	2.4842
2.4	2.4841
2.5	2.4841
2.45	2.4841
2.44	2.484
2.49	2.484
2.47	2.484
2.51	2.4841
2.44	2.484
2.49	2.484
2.44	2.484
2.41	2.4839
2.49	2.4839
2.42	2.4839
2.49	2.4839
2.47	2.4839
2.43	2.4838
2.41	2.4838
2.45	2.4838
2.46	2.4837
2.44	2.4837
2.42	2.4836
2.51	2.4837
2.43	2.4836
2.46	2.4836
2.49	2.4836
2.44	2.4836
2.5	2.4836
2.4	2.4835
2.45	2.4835
2.43	2.4835
2.43	2.4834
2.46	2.4834
2.5	2.4834
2.44	2.4834
2.48	2.4834
2.47	2.4834
2.48	2.4834
2.53	2.4834
2.47	2.4834
2.44	2.4834
2.44	2.4833
2.44	2.4833
2.45	2.4833
2.46	2.4832
2.5	2.4833
2.5	2.4833
2.49	2.4833
2.49	2.4833
2.46	2.4833
2.47	2.4833
2.46	2.4832
2.47	2.4832
2.44	2.4832
2.47	2.4832
2.42	2.4831
2.51	2.4832
2.44	2.4831
2.43	2.4831
2.42	2.483
2.48	2.483
2.47	2.483
2.45	2.483
2.44	2.483
2.44	2.4829
2.44	2.4829
2.49	2.4829
2.48	2.4829
2.49	2.4829
2.44	2.4829
2.46	2.4828
2.46	2.4828
2.46	2.4828
2.5	2.4828
2.57	2.4829
2.48	2.4829
2.46	2.4829
2.49	2.4829
2.45	2.4829
2.44	2.4828
2.49	2.4828
2.51	2.4828
2.53	2.4829
2.5	2.4829
2.5	2.4829
2.45	2.4829
2.48	2.4829
2.47	2.4829
2.45	2.4828
2.43	2.4828
2.46	2.4828
2.49	2.4828
2.42	2.4827
2.45	2.4827
2.45	2.4827
2.48	2.4827
2.43	2.4827
2.45	2.4826
2.52	2.4827
2.43	2.4826
2.51	2.4826
2.47	2.4826
2.44	2.4826
2.49	2.4826
2.46	2.4826
2.43	2.4825
2.42	2.4825
2.47	2.4825
2.47	2.4825
2.45	2.4824
2.48	2.4824
2.44	2.4824
2.47	2.4824
2.46	2.4824
2.44	2.4824
2.47	2.4823
2.44	2.4823
2.44	2.4823
2.45	2.4823
2.52	2.4823
2.44	2.4823
2.49	2.4823
2.47	2.4822
2.47	2.4822
2.48	2.4822
2.51	2.4823
2.5	2.4823
2.45	2.4822
2.43	2.4822
2.42	2.4822
2.51	2.4822
2.43	2.4821
2.45	2.4821
2.45	2.4821
2.44	2.4821
2.43	2.482
2.45	2.482
2.46	2.482
2.47	2.482
2.44	2.4819
2.5	2.4819
2.52	2.482
2.44	2.4819
2.48	2.4819
2.49	2.482
2.45	2.4819
2.49	2.4819
2.48	2.4819
2.44	2.4819
2.44	2.4819
2.45	2.4818
2.49	2.4818
2.48	2.4818
2.43	2.4818
2.47	2.4818
2.5	2.4818
2.41	2.4818
2.44	2.4817
2.46	2.4817
2.44	2.4817
2.43	2.4816
2.47	2.4816
2.45	2.4816
2.5	2.4816
2.51	2.4816
2.43	2.4816
2.4	2.4815
2.44	2.4815
2.47	2.4815
2.46	2.4815
2.46	2.4815
2.51	2.4815
2.46	2.4815
2.51	2.4815
2.44	2.4815
2.47	2.4815
2.47	2.4814
2.44	2.4814
2.49	2.4814
2.44	2.4814
2.46	2.4814
2.44	2.4813
2.47	2.4813
2.47	2.4813
2.49	2.4813
2.4	2.4813
2.41	2.4812
2.46	2.4812
2.41	2.4811
2.49	2.4811
2.44	2.4811
2.43	2.4811
2.46	2.4811
2.43	2.481
2.48	2.481
2.49	2.481
2.46	2.481
2.49	2.481
2.5	2.481
2.51	2.4811
2.44	2.481
2.51	2.481
2.51	2.4811
2.45	2.481
2.44	2.481
2.45	2.481
2.51	2.481
2.49	2.481
2.49	2.481
2.42	2.481
2.48	2.481
2.43	2.4809
2.51	2.481
2.46	2.4809
2.5	2.481
2.46	2.4809
2.4	2.4809
2.4	2.4808
2.51	2.4808
2.44	2.4808
2.5	2.4808
2.49	2.4808
2.42	2.4808
2.48	2.4808
2.46	2.4808
2.44	2.4807
2.47	2.4807
2.49	2.4807
2.46	2.4807
2.46	2.4807
2.43	2.4807
2.47	2.4807
2.4	2.4806
2.39	2.4805
2.48	2.4805
2.48	2.4805
2.46	2.4805
2.42	2.4805
2.46	2.4805
2.44	2.4804
2.49	2.4804
2.46	2.4804
2.47	2.4804
2.51	2.4804
2.45	2.4804
2.47	2.4804
2.44	2.4804
2.45	2.4803
2.5	2.4804
2.47	2.4804
2.51	2.4804
2.47	2.4804
2.51	2.4804
2.43	2.4804
2.44	2.4803
2.47	2.4803
2.43	2.4803
2.46	2.4803
2.48	2.4803
2.54	2.4803
2.44	2.4803
2.43	2.4802
2.46	2.4802
2.47	2.4802
2.42	2.4802
2.48	2.4802
2.49	2.4802
2.45	2.4802
2.44	2.4801
2.47	2.4801
2.44	2.4801
2.48	2.4801
2.41	2.48
2.48	2.48
2.51	2.4801
2.4	2.48
2.47	2.48
2.46	2.48
2.46	2.48
2.42	2.4799
2.51	2.4799
2.44	2.4799
2.45	2.4799
2.44	2.4799
2.44	2.4798
2.46	2.4798
2.44	2.4798
2.46	2.4798
2.49	2.4798
2.44	2.4797
2.48	2.4797
2.49	2.4798
2.47	2.4797
2.48	2.4797
2.44	2.4797
2.49	2.4797
2.43	2.4797
2.47	2.4797
2.46	2.4797
2.46	2.4796
2.47	2.4796
2.44	2.4796
2.5	2.4796
2.45	2.4796
2.5	2.4796
2.53	2.4797
2.42	2.4796
2.5	2.4796
2.44	2.4796
2.46	2.4796
2.42	2.4795
2.43	2.4795
2.5	2.4795
2.48	2.4795
2.44	2.4795
2.46	2.4795
2.45	2.4795
2.45	2.4794
2.47	2.4794
2.47	2.4794
