2.48	2.5003
2.44	2.5002
2.42	2.5002
2.47	2.5001
2.46	2.5001
2.47	2.5001
2.46	2.5
2.45	2.5
2.48	2.5
2.44	2.4999
2.51	2.4999
2.49	2.4999
2.45	2.4999
2.51	2.4999
2.47	2.4999
2.46	2.4998
2.47	2.4998
2.45	2.4998
2.49	2.4997
2.44	2.4997
2.48	2.4997
2.5	2.4997
2.49	2.4997
2.46	2.4996
2.51	2.4996
2.43	2.4996
2.54	2.4996
2.47	2.4996
2.44	2.4995
2.5	2.4995
2.47	2.4995
2.45	2.4995
2.49	2.4995
2.45	2.4994
2.47	2.4994
2.47	2.4994
2.46	2.4993
2.45	2.4993
2.45	2.4992
2.51	2.4992
2.45	2.4992
2.44	2.4991
2.5	2.4991
2.48	2.4991
2.44	2.4991
2.47	2.499
2.47	2.499
2.47	2.499
2.44	2.4989
2.43	2.4989
2.48	2.4989
2.51	2.4989
2.48	2.4989
2.4	2.4988
2.48	2.4988
2.49	2.4987
2.51	2.4988
2.44	2.4987
2.5	2.4987
2.44	2.4987
2.46	2.4986
2.49	2.4986
2.48	2.4986
2.45	2.4985
2.46	2.4985
2.44	2.4985
2.48	2.4984
2.45	2.4984
2.49	2.4984
2.47	2.4984
2.45	2.4983
2.45	2.4983
2.48	2.4983
2.47	2.4982
2.48	2.4982
2.46	2.4982
2.46	2.4982
2.45	2.4981
2.45	2.4981
2.5	2.4981
2.46	2.498
2.46	2.498
2.45	2.498
2.46	2.4979
2.48	2.4979
2.52	2.4979
2.51	2.4979
2.46	2.4979
2.5	2.4979
2.47	2.4979
2.48	2.4979
2.48	2.4979
2.5	2.4979
2.51	2.4979
2.45	2.4978
2.56	2.4979
2.46	2.4978
2.47	2.4978
2.48	2.4978
2.43	2.4977
2.46	2.4977
2.45	2.4977
2.46	2.4976
2.47	2.4976
2.49	2.4976
2.45	2.4976
2.42	2.4975
2.41	2.4974
2.41	2.4973
2.44	2.4973
2.46	2.4973
2.47	2.4972
2.48	2.4972
2.44	2.4972
2.49	2.4972
2.55	2.4972
2.45	2.4972
2.46	2.4971
2.51	2.4971
2.47	2.4971
2.51	2.4971
2.44	2.4971
2.44	2.497
2.47	2.497
2.43	2.4969
2.44	2.4969
2.48	2.4969
2.45	2.4968
2.47	2.4968
2.46	2.4968
2.45	2.4967
2.48	2.4967
2.47	2.4967
2.45	2.4967
2.45	2.4966
2.47	2.4966
2.45	2.4966
2.47	2.4965
2.51	2.4965
2.5	2.4965
2.43	2.4965
2.45	2.4964
2.46	2.4964
2.44	2.4964
2.5	2.4964
2.49	2.4964
2.49	2.4964
2.46	2.4963
2.45	2.4963
2.46	2.4963
2.44	2.4962
2.48	2.4962
2.5	2.4962
2.44	2.4961
2.44	2.4961
2.47	2.4961
2.47	2.496
2.51	2.4961
2.48	2.496
2.5	2.496
2.43	2.496
2.45	2.4959
2.45	2.4959
2.42	2.4958
2.49	2.4958
2.46	2.4958
2.48	2.4958
2.46	2.4958
2.45	2.4957
2.49	2.4957
2.49	2.4957
2.48	2.4957
2.49	2.4957
2.5	2.4957
2.48	2.4957
2.43	2.4956
2.44	2.4956
2.44	2.4955
2.51	2.4955
2.48	2.4955
2.47	2.4955
2.51	2.4955
2.43	2.4955
2.47	2.4954
2.52	2.4955
2.53	2.4955
2.46	2.4955
2.47	2.4954
2.45	2.4954
2.54	2.4954
2.42	2.4954
2.48	2.4954
2.49	2.4954
2.45	2.4953
2.51	2.4953
2.4	2.4952
2.47	2.4952
2.42	2.4952
2.45	2.4951
2.45	2.4951
2.48	2.4951
2.47	2.495
2.5	2.495
2.45	2.495
2.45	2.495
2.47	2.4949
2.49	2.4949
2.46	2.4949
2.41	2.4948
2.41	2.4948
2.49	2.4948
2.47	2.4947
2.46	2.4947
2.45	2.4947
2.42	2.4946
2.48	2.4946
2.5	2.4946
2.47	2.4946
2.45	2.4945
2.46	2.4945
2.45	2.4945
2.43	2.4944
2.48	2.4944
2.5	2.4944
2.48	2.4944
2.45	2.4944
2.5	2.4944
2.45	2.4943
2.49	2.4943
2.45	2.4943
2.51	2.4943
2.44	2.4942
2.45	2.4942
2.41	2.4941
2.51	2.4941
2.48	2.4941
2.48	2.4941
2.46	2.4941
2.47	2.4941
2.47	2.4941
2.47	2.494
2.43	2.494
2.53	2.494
2.49	2.494
2.48	2.494
2.47	2.494
2.44	2.4939
2.43	2.4939
2.48	2.4939
2.5	2.4939
2.44	2.4938
2.45	2.4938
2.47	2.4938
2.44	2.4937
2.45	2.4937
2.48	2.4937
2.48	2.4936
2.49	2.4936
2.44	2.4936
2.49	2.4936
2.46	2.4936
2.42	2.4935
2.47	2.4935
2.44	2.4934
2.55	2.4935
2.44	2.4934
2.49	2.4934
2.44	2.4934
2.42	2.4933
2.44	2.4933
2.46	2.4933
2.48	2.4932
2.45	2.4932
2.47	2.4932
2.44	2.4931
2.5	2.4931
2.49	2.4931
2.44	2.4931
2.52	2.4931
2.44	2.4931
2.44	2.493
2.47	2.493
2.44	2.493
2.49	2.493
2.47	2.4929
2.43	2.4929
2.49	2.4929
2.48	2.4929
2.48	2.4929
2.51	2.4929
2.43	2.4928
2.51	2.4928
2.43	2.4928
2.5	2.4928
2.48	2.4928
2.44	2.4927
2.43	2.4927
2.45	2.4926
2.49	2.4926
2.47	2.4926
2.44	2.4926
2.43	2.4925
2.47	2.4925
2.45	2.4925
2.49	2.4925
2.44	2.4924
2.51	2.4924
2.49	2.4924
2.49	2.4924
2.52	2.4925
2.47	2.4924
2.45	2.4924
2.49	2.4924
2.47	2.4924
2.46	2.4924
2.48	2.4923
2.51	2.4924
2.51	2.4924
2.44	2.4923
2.47	2.4923
2.44	2.4923
2.49	2.4923
2.43	2.4922
2.52	2.4922
2.44	2.4922
2.43	2.4921
2.46	2.4921
2.47	2.4921
2.44	2.492
2.45	2.492
2.45	2.492
2.47	2.492
2.49	2.492
2.5	2.492
2.43	2.4919
2.45	2.4919
2.45	2.4918
2.42	2.4918
2.43	2.4917
2.44	2.4917
2.43	2.4916
2.5	2.4916
2.44	2.4916
2.4	2.4915
2.44	2.4915
2.44	2.4914
2.47	2.4914
2.46	2.4914
2.42	2.4913
2.4	2.4912
2.51	2.4913
2.48	2.4913
2.44	2.4912
2.44	2.4912
2.41	2.4911
2.42	2.491
2.47	2.491
2.5	2.491
2.46	2.491
2.41	2.4909
2.44	2.4909
2.49	2.4909
2.51	2.4909
2.49	2.4909
2.48	2.4909
2.43	2.4908
2.44	2.4908
2.49	2.4908
2.5	2.4908
2.45	2.4908
2.45	2.4907
2.51	2.4908
2.46	2.4907
2.44	2.4907
2.48	2.4907
2.52	2.4907
2.49	2.4907
2.44	2.4907
2.45	2.4906
2.48	2.4906
2.49	2.4906
2.5	2.4906
2.46	2.4906
2.48	2.4906
2.5	2.4906
2.44	2.4906
2.48	2.4905
2.41	2.4905
2.49	2.4905
2.5	2.4905
2.5	2.4905
2.49	2.4905
2.52	2.4905
2.52	2.4905
2.47	2.4905
2.46	2.4905
2.46	2.4905
2.45	2.4904
2.45	2.4904
2.49	2.4904
2.49	2.4904
2.49	2.4904
2.42	2.4903
2.5	2.4904
2.46	2.4903
2.42	2.4903
2.46	2.4902
2.53	2.4903
2.53	2.4903
2.46	2.4903
2.46	2.4903
2.49	2.4903
2.45	2.4902
2.48	2.4902
2.47	2.4902
2.46	2.4902
2.44	2.4901
2.46	2.4901
2.45	2.4901
2.44	2.49
2.5	2.49
2.51	2.4901
2.4	2.49
2.43	2.4899
2.46	2.4899
2.46	2.4899
2.44	2.4898
2.44	2.4898
2.44	2.4898
2.46	2.4897
2.46	2.4897
2.5	2.4897
2.45	2.4897
2.46	2.4897
2.49	2.4897
2.43	2.4896
2.44	2.4896
2.48	2.4896
2.52	2.4896
2.52	2.4896
2.44	2.4896
2.48	2.4896
2.51	2.4896
2.46	2.4896
2.43	2.4895
2.5	2.4895
2.44	2.4895
2.44	2.4894
2.47	2.4894
2.47	2.4894
2.49	2.4894
2.46	2.4894
2.47	2.4894
2.43	2.4893
2.46	2.4893
2.54	2.4893
2.44	2.4893
2.45	2.4893
2.42	2.4892
2.51	2.4892
2.5	2.4892
2.51	2.4892
2.45	2.4892
2.51	2.4892
2.51	2.4892
2.43	2.4892
2.44	2.4892
2.46	2.4891
2.49	2.4891
2.44	2.4891
2.48	2.4891
2.44	2.489
2.48	2.489
2.49	2.489
2.53	2.4891
2.5	2.4891
2.4	2.489
2.47	2.489
2.46	2.489
2.45	2.4889
2.44	2.4889
2.45	2.4889
2.46	2.4888
2.46	2.4888
2.43	2.4888
2.49	2.4888
2.57	2.4888
2.46	2.4888
2.39	2.4887
2.5	2.4887
2.46	2.4887
2.44	2.4887
2.44	2.4886
2.47	2.4886
2.45	2.4886
2.51	2.4886
2.44	2.4886
2.49	2.4886
2.48	2.4886
2.47	2.4885
2.49	2.4885
2.47	2.4885
2.44	2.4885
2.41	2.4884
2.44	2.4884
2.49	2.4884
2.47	2.4884
2.44	2.4883
